sample,module,index,type,trait,ns,functions_added,metadata_added
4,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10457,7,4
4,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25852,66,34
4,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2740,7,4
4,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,884,2,1
4,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,27114,66,34
4,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3731,7,4
4,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1005,2,1
4,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34128,66,34
4,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2507,7,4
4,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,761,2,1
4,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,41800,66,34
4,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2477,7,4
4,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40491,66,34
4,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2529,7,4
4,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1991,4,2
4,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,82,0,0
4,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5562,14,9
4,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2982,8,5
4,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,70768,66,34
4,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,28089,66,34
4,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27509,66,34
4,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1909,4,2
4,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,78,0,0
4,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4892,14,9
4,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2611,8,5
4,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1814,4,2
4,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,56,0,0
4,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5211,14,9
4,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2822,8,5
4,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26139,66,34
4,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25888,66,34
4,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25620,66,34
4,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3558,7,4
4,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,932,2,1
4,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2700,7,4
4,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,819,2,1
4,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2618,7,4
4,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1645,4,2
4,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,59,0,0
4,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4347,14,9
4,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2699,8,5
4,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1835,4,2
4,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,75,0,0
4,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4864,14,9
4,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,64903,8,5
4,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1805,4,2
4,::std::ops,32,::std::ops::Range,::std::cmp::Eq,79,0,0
4,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,7213,14,9
4,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3470,8,5
4,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30332,66,34
4,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28586,66,34
4,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28693,66,34
4,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3332,7,4
4,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,951,2,1
4,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2440,7,4
4,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,800,2,1
4,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2463,7,4
4,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,58299,4,2
4,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,62,0,0
4,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1005,2,1
4,::std::ops,46,::std::ops::Function,::std::clone::Clone,964,2,1
5,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,43845,66,34
5,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3244,7,4
5,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,846,2,1
5,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,30278,66,34
5,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2887,7,4
5,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,774,2,1
5,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,40407,66,34
5,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2763,7,4
5,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,855,2,1
5,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,31514,66,34
5,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2893,7,4
5,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33064,66,34
5,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2674,7,4
5,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1587,2,1
5,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,41023,67,35
5,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3452,7,4
5,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26310,66,34
5,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,12381,7,4
5,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,26083,66,34
5,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2695,7,4
5,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,792,2,1
5,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26377,66,34
5,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3692,7,4
5,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,935,2,1
5,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34165,66,34
5,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,7051,7,4
5,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,820,2,1
5,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,40753,66,34
5,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2493,7,4
5,::std::iter,29,::std::iter::Once,::std::iter::Iterator,42101,66,34
5,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2505,7,4
5,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,2014,4,2
5,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,100,0,0
5,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5586,14,9
5,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2845,8,5
5,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,68846,66,34
5,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,28149,66,34
5,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27253,66,34
5,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1853,4,2
5,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,60,0,0
5,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4876,14,9
5,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2650,8,5
5,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1765,4,2
5,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,56,0,0
5,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5380,14,9
5,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2902,8,5
5,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26530,66,34
5,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,27597,66,34
5,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25337,66,34
5,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3583,7,4
5,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,831,2,1
5,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2605,7,4
5,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,802,2,1
5,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2487,7,4
5,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1768,4,2
5,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,62,0,0
5,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4583,14,9
5,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2790,8,5
5,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1802,4,2
5,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,77,0,0
5,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4982,14,9
5,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,67911,8,5
5,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1777,4,2
5,::std::ops,32,::std::ops::Range,::std::cmp::Eq,65,0,0
5,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5650,14,9
5,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3484,8,5
5,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30874,66,34
5,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,30398,66,34
5,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28544,66,34
5,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3418,7,4
5,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,995,2,1
5,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2545,7,4
5,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,782,2,1
5,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2548,7,4
5,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,58223,4,2
5,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,69,0,0
5,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1005,2,1
5,::std::ops,46,::std::ops::Function,::std::clone::Clone,939,2,1
6,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,43614,66,34
6,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3079,7,4
6,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,878,2,1
6,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,30042,66,34
6,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2833,7,4
6,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,787,2,1
6,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,40559,66,34
6,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2753,7,4
6,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,834,2,1
6,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29662,66,34
6,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2834,7,4
6,::std::iter,11,::std::iter::Map,::std::iter::Iterator,34614,66,34
6,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2647,7,4
6,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1591,2,1
6,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,45015,67,35
6,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3324,7,4
6,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,25866,66,34
6,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10552,7,4
6,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25621,66,34
6,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2676,7,4
6,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,812,2,1
6,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26116,66,34
6,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3749,7,4
6,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,972,2,1
6,::std::iter,24,::std::iter::Take,::std::iter::Iterator,35444,66,34
6,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2572,7,4
6,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,725,2,1
6,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,46292,66,34
6,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2538,7,4
6,::std::iter,29,::std::iter::Once,::std::iter::Iterator,43107,66,34
6,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2453,7,4
6,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1868,4,2
6,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,118,0,0
6,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5649,14,9
6,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2928,8,5
6,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,69275,66,34
6,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27947,66,34
6,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27476,66,34
6,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1852,4,2
6,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,83,0,0
6,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4842,14,9
6,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2677,8,5
6,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1788,4,2
6,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,59,0,0
6,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5389,14,9
6,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2738,8,5
6,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26477,66,34
6,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25788,66,34
6,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25603,66,34
6,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3412,7,4
6,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,824,2,1
6,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2640,7,4
6,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,797,2,1
6,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2479,7,4
6,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1752,4,2
6,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,76,0,0
6,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4489,14,9
6,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2688,8,5
6,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1841,4,2
6,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,75,0,0
6,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4992,14,9
6,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,69310,8,5
6,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1895,4,2
6,::std::ops,32,::std::ops::Range,::std::cmp::Eq,57,0,0
6,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5648,14,9
6,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3421,8,5
6,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30781,66,34
6,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28922,66,34
6,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28449,66,34
6,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3387,7,4
6,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,956,2,1
6,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2545,7,4
6,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,830,2,1
6,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2420,7,4
6,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59864,4,2
6,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,56,0,0
6,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1048,2,1
6,::std::ops,46,::std::ops::Function,::std::clone::Clone,930,2,1
7,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,43942,66,34
7,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3205,7,4
7,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,853,2,1
7,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,29890,66,34
7,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2857,7,4
7,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,847,2,1
7,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,40807,66,34
7,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2823,7,4
7,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,842,2,1
7,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29797,66,34
7,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2846,7,4
7,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33018,66,34
7,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2695,7,4
7,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,3111,2,1
7,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,40692,67,35
7,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3373,7,4
7,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26059,66,34
7,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,16519,7,4
7,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,26219,66,34
7,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2724,7,4
7,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,852,2,1
7,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,30752,66,34
7,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3735,7,4
7,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1052,2,1
7,::std::iter,24,::std::iter::Take,::std::iter::Iterator,36766,66,34
7,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2627,7,4
7,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,769,2,1
7,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,40395,66,34
7,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2510,7,4
7,::std::iter,29,::std::iter::Once,::std::iter::Iterator,42056,66,34
7,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2454,7,4
7,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1978,4,2
7,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,76,0,0
7,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5631,14,9
7,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2986,8,5
7,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,69214,66,34
7,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27888,66,34
7,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27436,66,34
7,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1830,4,2
7,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,59,0,0
7,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4856,14,9
7,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2558,8,5
7,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1734,4,2
7,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,57,0,0
7,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5327,14,9
7,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2876,8,5
7,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26117,66,34
7,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25864,66,34
7,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26066,66,34
7,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3530,7,4
7,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,880,2,1
7,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2571,7,4
7,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,788,2,1
7,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2513,7,4
7,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1806,4,2
7,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,59,0,0
7,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4491,14,9
7,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2624,8,5
7,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1863,4,2
7,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,82,0,0
7,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4999,14,9
